title,premiered,image_url,studios,type,rating,score,scored by,rank,popularity,members,favorites,genres
Shounen Hollywood: Holly Stage for 50,Winter 2015,https://cdn.myanimelist.net/images/anime/12/70705.jpg,Zexcs,TV,PG-13 - Teens 13 or older,6.61,1562,5303,5777,5184,12,Music;Slice of Life;Shoujo;
Shounen Jack to Mahoutsukai,,https://cdn.myanimelist.net/images/anime/4/67081.jpg,Toei Animation,Movie,G - All Ages,5.53,155,9022,11399,456,1,Adventure;Fantasy;
Shounen Kenya,,https://cdn.myanimelist.net/images/anime/4/2557.jpg,Toei Animation,Movie,PG - Children,5.28,429,9455,8528,1652,2,Adventure;
Shounen Maid,Spring 2016,https://cdn.myanimelist.net/images/anime/5/79411.jpg,8bit,TV,PG-13 - Teens 13 or older,7.35,22256,2182,1850,54026,207,Comedy;Shoujo;Slice of Life;
Shounen Maid Kuuro-kun: Tenshi no Uta,,https://cdn.myanimelist.net/images/anime/2/26314.jpg,Natural High,OVA,Rx - Hentai,5.67,7319,,3687,15380,107,Hentai;Yaoi;
Shounen Maid: Onna wa Dokyou,,,,,,,,,,,,
Shounen Ninja Kaze no Fujimaru,Summer 1964,https://cdn.myanimelist.net/images/anime/13/56385.jpg,Toei Animation,TV,None,,,13807,11098,521,1,Action;Adventure;Samurai;Shounen;
Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,,https://cdn.myanimelist.net/images/anime/6/53291.jpg,Toei Animation,Movie,None,,,13808,12922,248,0,Action;Adventure;Samurai;Shounen;
Shounen Onmyouji,Fall 2006,https://cdn.myanimelist.net/images/anime/1865/106109.jpg,Studio Deen,TV,PG-13 - Teens 13 or older,7.62,15975,1282,2094,44502,286,Action;Magic;Fantasy;Supernatural;Demons;Historical;Shoujo;
Shounen Santa no Daibouken!,Spring 1996,https://cdn.myanimelist.net/images/anime/13/18412.jpg,Studio Deen,TV,G - All Ages,,,13809,12943,246,2,Adventure;Fantasy;Shounen;
Shounen Sarutobi Sasuke,,https://cdn.myanimelist.net/images/anime/2/45482.jpg,Toei Animation,Movie,PG - Children,6,442,7849,9438,1117,5,Adventure;Fantasy;
Shounen Tokugawa Ieyasu,Spring 1975,https://cdn.myanimelist.net/images/anime/10/53833.jpg,Toei Animation,TV,None,,,13813,12495,285,0,Drama;Historical;Shounen;
Shouri Toushu,,https://cdn.myanimelist.net/images/anime/1992/96603.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,,,13814,13515,209,0,Sports;
Shouwa Ahozoushi Akanuke Ichiban!,Fall 1985,https://cdn.myanimelist.net/images/anime/4/45967.jpg,Tatsunoko Production,TV,PG-13 - Teens 13 or older,,,13816,10802,592,1,Comedy;Shoujo;
Shouwa Genroku Rakugo Shinjuu,Winter 2016,https://cdn.myanimelist.net/images/anime/2/77907.jpg,Studio Deen,TV,PG-13 - Teens 13 or older,8.61,61854,69,604,185491,4167,Drama;Historical;Josei;
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Winter 2017,https://cdn.myanimelist.net/images/anime/10/82947.jpg,Studio Deen,TV,PG-13 - Teens 13 or older,8.82,39439,27,1043,110530,2088,Drama;Historical;Josei;
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,,https://cdn.myanimelist.net/images/anime/7/66057.jpg,Studio Deen,OVA,PG-13 - Teens 13 or older,7.64,1631,1222,4937,7606,9,Drama;Josei;
Shouwa Monogatari,Spring 2011,https://cdn.myanimelist.net/images/anime/5/41117.jpg,WAO World,TV,PG - Children,6.97,1118,3748,5971,4735,8,Drama;Historical;
Show By Rock!!,Spring 2015,https://cdn.myanimelist.net/images/anime/7/73674.jpg,Bones,TV,PG-13 - Teens 13 or older,7.08,17786,3309,1778,57055,295,Comedy;Music;
Show By Rock!! #,Fall 2016,https://cdn.myanimelist.net/images/anime/4/80734.jpg,Bones,TV,PG-13 - Teens 13 or older,7.04,6610,3469,3225,20394,59,Music;Comedy;
Show By Rock!! Short!!,Summer 2016,https://cdn.myanimelist.net/images/anime/5/78322.jpg,Bones,TV,PG-13 - Teens 13 or older,6.41,3641,6246,4451,9784,19,Music;Comedy;
Shuangsheng Lingtan,,https://cdn.myanimelist.net/images/anime/4/81754.jpg,G.CMay Animation & Film,ONA,R - 17+ (violence & profanity),7.35,1773,2184,4421,9982,31,Mystery;Psychological;
Shuffle! Memories,Winter 2007,https://cdn.myanimelist.net/images/anime/4/19624.jpg,Asread,TV,PG-13 - Teens 13 or older,6.57,18277,5481,2105,44040,54,Comedy;Drama;Ecchi;Fantasy;Harem;Magic;Romance;School;Seinen;
Shuffle! Prologue,,https://cdn.myanimelist.net/images/anime/8/17744.jpg,Asread,OVA,PG-13 - Teens 13 or older,6.76,5746,4595,3784,14517,3,Fantasy;Magic;Comedy;Harem;Romance;School;Seinen;
Shugo Chara!,Fall 2007,https://cdn.myanimelist.net/images/anime/7/5061.jpg,Satelight,TV,PG - Children,7.47,73972,1712,701,162708,3416,Comedy;Magic;School;Shoujo;
Shugo Chara! Party!,Fall 2009,https://cdn.myanimelist.net/images/anime/6/17170.jpg,Satelight,TV,PG - Children,6.63,25801,5207,1830,54766,262,Comedy;Magic;School;Shoujo;
Shugo Chara!! Doki,Fall 2008,https://cdn.myanimelist.net/images/anime/11/10645.jpg,Satelight,TV,PG - Children,7.48,41127,1675,1408,78911,822,Comedy;Magic;School;Shoujo;
Shujii no Inbou,,https://cdn.myanimelist.net/images/anime/8/27270.jpg,Y.O.U.C,OVA,Rx - Hentai,5.48,449,,8846,1457,3,Hentai;
Shukufuku no Campanella,Summer 2010,https://cdn.myanimelist.net/images/anime/3/75556.jpg,AIC,TV,R+ - Mild Nudity,6.35,9265,6515,2857,25703,22,Adventure;Fantasy;Harem;Magic;
Shuranosuke Zanmaken: Shikamamon no Otoko,,https://cdn.myanimelist.net/images/anime/11/44163.jpg,Production Reed,Movie,R+ - Mild Nudity,4.82,1676,9893,6913,3279,2,Action;Supernatural;Historical;Thriller;
Shuten Douji,,https://cdn.myanimelist.net/images/anime/9/18492.jpg,Studio Signal,OVA,R+ - Mild Nudity,5.8,645,8379,7989,2086,4,Space;Supernatural;Demons;Historical;Horror;Sci-Fi;Shounen;
Shutsugeki! Machine Robo Rescue,Winter 2003,https://cdn.myanimelist.net/images/anime/8/28127.jpg,Sunrise,TV,PG - Children,6.76,373,4595,9428,1124,4,Action;Mecha;Sci-Fi;
Shuudengo,,,,,,,,,,,,
Shuukaku no Yoru,,https://cdn.myanimelist.net/images/anime/13/78927.jpg,Triple X,OVA,Rx - Hentai,6.07,893,,7724,2310,9,Hentai;
Shuukan Shimakou,Spring 2011,https://cdn.myanimelist.net/images/anime/1514/96543.jpg,DLE,TV,PG-13 - Teens 13 or older,,,13823,11512,436,0,Comedy;
Shuukan Storyland,Fall 1999,https://cdn.myanimelist.net/images/anime/13/37873.jpg,Satelight,TV,PG-13 - Teens 13 or older,,,13825,11925,362,0,Slice of Life;Comedy;Drama;Seinen;
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Spring 2017,https://cdn.myanimelist.net/images/anime/4/85260.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.8,104326,865,512,216412,2767,Sci-Fi;Drama;Romance;Fantasy;
Shuumatsu no Izetta,Fall 2016,https://cdn.myanimelist.net/images/anime/7/82119.jpg,Ajia-Do,TV,R - 17+ (violence & profanity),6.8,50093,4387,851,136306,271,Action;Historical;Military;
Si Ling Bianma: Zhi Shijie Caozong Zhe,,https://cdn.myanimelist.net/images/anime/11/81331.jpg,Shanghai Foch Film Culture Investment,ONA,R - 17+ (violence & profanity),5.53,280,9024,8755,1518,1,Game;Mystery;Parody;Horror;Psychological;Fantasy;
Sidonia no Kishi,Spring 2014,https://cdn.myanimelist.net/images/anime/12/53257.jpg,Polygon Pictures,TV,R - 17+ (violence & profanity),7.74,87222,981,623,179259,1364,Action;Mecha;Sci-Fi;Seinen;Space;
Sidonia no Kishi 3,,https://cdn.myanimelist.net/images/anime/6/86315.jpg,Polygon Pictures,Unknown,R - 17+ (violence & profanity),,,,4063,12160,34,Action;Sci-Fi;Space;Mecha;Seinen;
Sidonia no Kishi Movie,,https://cdn.myanimelist.net/images/anime/6/69369.jpg,Polygon Pictures,Movie,R - 17+ (violence & profanity),7.32,2131,2302,4597,9053,11,Action;Mecha;Sci-Fi;Seinen;Space;
Sidonia no Kishi: Daikyuu Wakusei Seneki,Spring 2015,https://cdn.myanimelist.net/images/anime/11/72712.jpg,Polygon Pictures,TV,R - 17+ (violence & profanity),7.82,49803,815,1214,92570,340,Action;Sci-Fi;Space;Mecha;Seinen;
Silent Möbius,Winter 1998,https://cdn.myanimelist.net/images/anime/5/61831.jpg,Radix,TV,PG-13 - Teens 13 or older,6.83,3609,4273,4278,10726,35,Action;Sci-Fi;Comedy;Horror;Drama;Magic;Romance;Fantasy;
Silent Möbius 2,,https://cdn.myanimelist.net/images/anime/13/46951.jpg,AIC,Movie,PG-13 - Teens 13 or older,6.31,850,6703,7660,2373,2,Sci-Fi;Adventure;Demons;Fantasy;Seinen;
Silent Möbius: The Motion Picture,,https://cdn.myanimelist.net/images/anime/4/32059.jpg,AIC,Movie,PG-13 - Teens 13 or older,6.36,1260,6474,6797,3427,2,Sci-Fi;Adventure;Supernatural;
Silk Road Shounen Yuuto,Fall 2006,https://cdn.myanimelist.net/images/anime/1/1863.jpg,OLM,TV,None,,,13830,11620,414,0,Adventure;Fantasy;Historical;
Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,,https://cdn.myanimelist.net/images/anime/4/77689.jpg,OLM,Special,G - All Ages,,,13831,14638,147,0,Adventure;Fantasy;Historical;
Simoun,Spring 2006,https://cdn.myanimelist.net/images/anime/9/29109.jpg,Studio Deen,TV,PG-13 - Teens 13 or older,7.48,9055,1676,2460,33761,417,Military;Drama;Magic;Romance;Fantasy;Shoujo Ai;
Sin in the Rain,,https://cdn.myanimelist.net/images/anime/13/53735.jpg,Mook Animation,OVA,PG-13 - Teens 13 or older,5.14,943,9633,7877,2175,2,Mystery;
Sin: Nanatsu no Taizai,Spring 2017,https://cdn.myanimelist.net/images/anime/7/86621.jpg,Artland,TV,R+ - Mild Nudity,5.71,25504,8610,1211,93019,232,Ecchi;Fantasy;
Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,,https://cdn.myanimelist.net/images/anime/3/86622.jpg,Artland,Special,R+ - Mild Nudity,5.46,2384,9159,5169,6781,6,Ecchi;Fantasy;
Sin: The Movie,,https://cdn.myanimelist.net/images/anime/4/42389.jpg,Phoenix Entertainment,OVA,R - 17+ (violence & profanity),5.19,2188,9571,6333,4098,1,Action;Sci-Fi;Horror;Police;Supernatural;
Sinbad: Mahiru no Yoru to Fushigi no Mon,,https://cdn.myanimelist.net/images/anime/3/78861.jpg,Nippon Animation,Movie,G - All Ages,6.41,232,6247,9619,1023,0,Adventure;
Sinbad: Mahou no Lamp to Ugoku Shima,,https://cdn.myanimelist.net/images/anime/8/76686.jpg,Nippon Animation,Movie,G - All Ages,6.31,266,6704,9283,1211,0,Adventure;
Sinbad: Soratobu Hime to Himitsu no Shima,,https://cdn.myanimelist.net/images/anime/9/76690.jpg,Nippon Animation,Movie,G - All Ages,6.43,331,6157,8691,1554,0,Adventure;
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,,https://cdn.myanimelist.net/images/anime/9/78284.jpg,Nippon Animation,Special,G - All Ages,,,13832,11808,383,1,Adventure;
Singles,,https://cdn.myanimelist.net/images/anime/10/29219.jpg,Madhouse,OVA,PG-13 - Teens 13 or older,5.65,247,8760,10418,694,0,Romance;Shoujo;
Sirius,Summer 2018,https://cdn.myanimelist.net/images/anime/1456/94897.jpg,P.A. Works,TV,R - 17+ (violence & profanity),7.14,47138,3055,950,122514,363,Action;Historical;Supernatural;Vampire;
Sister Princess,Spring 2001,https://cdn.myanimelist.net/images/anime/5/23692.jpg,Zexcs,TV,PG-13 - Teens 13 or older,6.47,6667,5979,3306,19240,72,Comedy;Drama;Harem;Romance;Slice of Life;
Sister Princess: Re Pure,Fall 2002,https://cdn.myanimelist.net/images/anime/2/25293.jpg,Zexcs,TV,PG-13 - Teens 13 or older,6.29,2500,6785,5019,7278,12,Drama;Romance;
Sister Princess: Re Pure Character's,,https://cdn.myanimelist.net/images/anime/5/56091.jpg,Zexcs,Special,PG-13 - Teens 13 or older,6.14,205,7407,9751,967,2,Drama;Romance;
SKET Dance,Spring 2011,https://cdn.myanimelist.net/images/anime/9/73974.jpg,Tatsunoko Production,TV,PG-13 - Teens 13 or older,8.29,52716,239,721,158400,2773,Comedy;School;Shounen;
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,,https://cdn.myanimelist.net/images/anime/1703/97779.jpg,Tatsunoko Production,OVA,PG-13 - Teens 13 or older,8,8882,558,3537,16859,16,Comedy;School;Shounen;
SKET Dance: SD Character Flash Anime,,https://cdn.myanimelist.net/images/anime/5/44956.jpg,Tatsunoko Production,ONA,PG-13 - Teens 13 or older,6.64,731,5162,7244,2850,0,Comedy;School;Shounen;
SKET Dance: Tettei Bunseki Special,,https://cdn.myanimelist.net/images/anime/11/29695.jpg,Tatsunoko Production,Special,PG-13 - Teens 13 or older,7.05,1126,3429,6173,4377,5,School;Shounen;
Sketchbook: Full Color's,Fall 2007,https://cdn.myanimelist.net/images/anime/6/14706.jpg,Hal Film Maker,TV,G - All Ages,7.4,7155,1927,3024,23181,162,Slice of Life;Comedy;
Sketchbook: Full Color's Picture Drama,,https://cdn.myanimelist.net/images/anime/2/63003.jpg,Hal Film Maker,Special,G - All Ages,6.42,622,6201,8167,1926,2,Slice of Life;Comedy;
Skip Beat!,Fall 2008,https://cdn.myanimelist.net/images/anime/11/84022.jpg,Hal Film Maker,TV,PG-13 - Teens 13 or older,8.19,103122,330,580,192517,5041,Comedy;Drama;Romance;Shoujo;
Skirt no Naka wa Kedamono Deshita.,Summer 2017,https://cdn.myanimelist.net/images/anime/4/86647.jpg,Magic Bus,TV,R+ - Mild Nudity,5.42,13349,9253,2343,36668,106,Drama;Ecchi;Romance;
Skull Man,Spring 2007,https://cdn.myanimelist.net/images/anime/4/35429.jpg,Bones,TV,PG-13 - Teens 13 or older,6.69,6709,4923,3013,23275,55,Action;Mystery;Super Power;
Sky Girls,Summer 2007,https://cdn.myanimelist.net/images/anime/5/22733.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.05,7510,3428,3216,20461,53,Mecha;Military;Sci-Fi;
Sky Girls OVA,,https://cdn.myanimelist.net/images/anime/2/78405.jpg,J.C.Staff,OVA,PG-13 - Teens 13 or older,6.66,3302,5064,5292,6417,5,Mecha;Military;Sci-Fi;
Sky Girls Specials,,https://cdn.myanimelist.net/images/anime/11/5809.jpg,J.C.Staff,Special,G - All Ages,6.58,1418,5439,6789,3443,2,Comedy;Mecha;Military;Sci-Fi;
Slam Dunk,Fall 1993,https://cdn.myanimelist.net/images/anime/12/86890.jpg,Toei Animation,TV,PG-13 - Teens 13 or older,8.53,70593,93,735,155333,4348,Comedy;Sports;Drama;School;Shounen;
Slam Dunk (Movie),,https://cdn.myanimelist.net/images/anime/5/31927.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,7.38,6465,2035,4051,12233,28,Comedy;Drama;School;Shounen;Slice of Life;Sports;
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,,https://cdn.myanimelist.net/images/anime/1931/94408.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,7.69,5414,1088,4217,11021,18,Comedy;Drama;School;Shounen;Slice of Life;Sports;
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,,https://cdn.myanimelist.net/images/anime/1140/94409.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,7.59,5515,1351,4250,10875,24,Comedy;Drama;School;Shounen;Slice of Life;Sports;
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,,https://cdn.myanimelist.net/images/anime/12/31929.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,7.56,5630,1448,4229,10968,21,Slice of Life;Comedy;Sports;Drama;School;Shounen;
Slayers,Spring 1995,https://cdn.myanimelist.net/images/anime/6/19870.jpg,E&G Films,TV,PG-13 - Teens 13 or older,7.79,47643,885,1083,105570,1882,Adventure;Comedy;Demons;Magic;Fantasy;
Slayers Evolution-R,Winter 2009,https://cdn.myanimelist.net/images/anime/5/20938.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.44,12601,1813,2820,26144,42,Adventure;Comedy;Fantasy;
Slayers Excellent,,https://cdn.myanimelist.net/images/anime/8/34993.jpg,J.C.Staff,OVA,PG-13 - Teens 13 or older,7.36,8487,2128,3536,16861,16,Adventure;Comedy;Demons;Supernatural;Magic;Fantasy;Shounen;
Slayers Gorgeous,,https://cdn.myanimelist.net/images/anime/5/34991.jpg,J.C.Staff,Movie,PG-13 - Teens 13 or older,7.35,7893,2185,3653,15737,12,Adventure;Comedy;Fantasy;Magic;Supernatural;
Slayers Great,,https://cdn.myanimelist.net/images/anime/4/13097.jpg,J.C.Staff,Movie,PG-13 - Teens 13 or older,7.35,8062,2186,3645,15837,11,Adventure;Comedy;Fantasy;Magic;Shounen;
Slayers Next,Spring 1996,https://cdn.myanimelist.net/images/anime/1165/92536.jpg,E&G Films,TV,PG-13 - Teens 13 or older,8.06,30076,474,1843,54155,788,Adventure;Comedy;Demons;Magic;Fantasy;
Slayers Premium,,https://cdn.myanimelist.net/images/anime/2/20969.jpg,Hal Film Maker,Movie,PG-13 - Teens 13 or older,7.22,8079,2717,3620,16086,9,Adventure;Comedy;Fantasy;Magic;Shounen;
Slayers Return,,https://cdn.myanimelist.net/images/anime/9/34997.jpg,J.C.Staff,Movie,PG-13 - Teens 13 or older,7.35,8326,2187,3612,16164,18,Adventure;Comedy;Fantasy;Magic;Shounen;
Slayers Revolution,Summer 2008,https://cdn.myanimelist.net/images/anime/7/20940.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.31,14998,2344,2620,30123,47,Adventure;Comedy;Fantasy;
Slayers Special,,https://cdn.myanimelist.net/images/anime/1372/92532.jpg,J.C.Staff,OVA,PG-13 - Teens 13 or older,7.4,8246,1965,3628,16018,22,Adventure;Comedy;Supernatural;Magic;Fantasy;Shounen;
Slayers Try,Spring 1997,https://cdn.myanimelist.net/images/anime/10/50875.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.85,24120,758,2126,43205,224,Adventure;Comedy;Demons;Magic;Fantasy;Shounen;
Slayers: The Motion Picture,,https://cdn.myanimelist.net/images/anime/10/2644.jpg,J.C.Staff,Movie,PG-13 - Teens 13 or older,7.31,11174,2345,3253,19874,32,Adventure;Comedy;Magic;Fantasy;Shounen;
Slime Boukenki: Umi da,,,,,,,,,,,,
Slow Start,Winter 2018,https://cdn.myanimelist.net/images/anime/4/89982.jpg,CloverWorks,TV,PG-13 - Teens 13 or older,7.07,18335,3349,1863,53486,126,Comedy;School;Slice of Life;
Slow Start: Web Yokoku Movie,,https://cdn.myanimelist.net/images/anime/8/90006.jpg,A-1 Pictures,ONA,PG-13 - Teens 13 or older,5.96,310,7954,7957,2115,0,Slice of Life;
Smile Precure!,Winter 2012,https://cdn.myanimelist.net/images/anime/12/76179.jpg,Toei Animation,TV,G - All Ages,7.03,7039,3504,3286,19531,249,Action;Fantasy;Magic;Shoujo;
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,,https://cdn.myanimelist.net/images/anime/6/42291.jpg,Toei Animation,Movie,G - All Ages,7.32,1642,2303,6762,3483,6,Fantasy;Kids;Magic;Shoujo;
Snow Halation,,https://cdn.myanimelist.net/images/anime/7/60873.jpg,Sunrise,Music,PG-13 - Teens 13 or older,7.71,8879,1042,3715,15102,77,Music;
So Ra No Wo To,Winter 2010,https://cdn.myanimelist.net/images/anime/7/81654.jpg,A-1 Pictures,TV,PG-13 - Teens 13 or older,7.57,43065,1415,937,124054,1329,Military;Sci-Fi;Music;Slice of Life;
So Ra No Wo To Specials,,https://cdn.myanimelist.net/images/anime/13/20884.jpg,A-1 Pictures,Special,PG-13 - Teens 13 or older,7.57,12608,1415,3073,22299,11,Military;Music;Sci-Fi;Slice of Life;
Soba e,,https://cdn.myanimelist.net/images/anime/1313/99662.jpg,Orange,ONA,G - All Ages,6.15,380,7358,10274,749,3,Music;Fantasy;
Softenni,Spring 2011,https://cdn.myanimelist.net/images/anime/4/29091.jpg,Xebec,TV,R+ - Mild Nudity,6.55,6898,5571,3263,19764,22,Comedy;Sports;Ecchi;School;
Softenni Specials,,https://cdn.myanimelist.net/images/anime/11/29804.jpg,Xebec,Special,R+ - Mild Nudity,6.13,1664,7446,6630,3647,2,Comedy;Ecchi;
Sofy Soft Tampon: Drive Ryokou-hen,,https://cdn.myanimelist.net/images/anime/1182/95437.jpg,Liberty Animation Studio,Special,G - All Ages,,,13854,14279,166,0,Slice of Life;
Sol Bianca,,https://cdn.myanimelist.net/images/anime/9/49503.jpg,AIC,OVA,R+ - Mild Nudity,6.39,1576,6338,6247,4231,5,Action;Sci-Fi;Adventure;Space;
Sol Bianca: Taiyou no Fune,,https://cdn.myanimelist.net/images/anime/8/74540.jpg,AIC,OVA,PG-13 - Teens 13 or older,6.39,1713,6339,6508,3839,4,Adventure;Mecha;Sci-Fi;Space;
Sola,Spring 2007,https://cdn.myanimelist.net/images/anime/7/46119.jpg,Nomad,TV,PG-13 - Teens 13 or older,7.26,39592,2570,1310,86248,422,Drama;Romance;Slice of Life;Supernatural;
Sola Specials,,https://cdn.myanimelist.net/images/anime/10/21665.jpg,Nomad,Special,PG-13 - Teens 13 or older,6.98,7774,3704,3864,13849,5,Comedy;Romance;Slice of Life;Supernatural;
Solty Rei,Fall 2005,https://cdn.myanimelist.net/images/anime/3/75582.jpg,Gonzo,TV,R - 17+ (violence & profanity),7.3,9922,2399,2978,23866,118,Action;Sci-Fi;Super Power;
Solty Rei: Surechigau Kimochi de,,,,,,,,,,,,
Somali to Mori no Kamisama,Winter 2020,https://cdn.myanimelist.net/images/anime/1938/102796.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.68,15899,1118,1109,103179,321,Adventure;Slice of Life;Demons;Drama;Fantasy;
Son Gokuu no Koutsuu Rule Shugyou Chuu,,https://cdn.myanimelist.net/images/anime/9/74437.jpg,Toei Animation,OVA,G - All Ages,,,13860,15470,105,0,Drama;Fantasy;Kids;
SoniAni: Super Sonico The Animation,Winter 2014,https://cdn.myanimelist.net/images/anime/3/56987.jpg,White Fox,TV,PG-13 - Teens 13 or older,6.14,21381,7406,1637,63924,158,Music;Slice of Life;
Sonic X,Spring 2003,https://cdn.myanimelist.net/images/anime/3/13606.jpg,TMS Entertainment,TV,PG - Children,6.47,26130,5983,2047,46519,370,Sci-Fi;Adventure;Comedy;Kids;Mecha;Shounen;
Sonic X Pilot,,https://cdn.myanimelist.net/images/anime/5/28254.jpg,TMS Entertainment,Special,G - All Ages,6.17,1423,7276,7205,2895,14,Adventure;Comedy;Kids;Mecha;Sci-Fi;Shounen;
Sonic: Night of the WereHog,,https://cdn.myanimelist.net/images/anime/8/36821.jpg,Marza Animation Planet,ONA,G - All Ages,6.5,3536,5826,5582,5619,13,Action;
Sonic★the★Hedgehog,,https://cdn.myanimelist.net/images/anime/7/13792.jpg,Studio Pierrot,OVA,PG - Children,6.82,7704,4311,4081,12029,142,Adventure;Comedy;Sci-Fi;Shounen;
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,,https://cdn.myanimelist.net/images/anime/5/24845.jpg,ChuChu,OVA,Rx - Hentai,7.31,17888,,2309,37806,434,Hentai;School;Yuri;
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,,https://cdn.myanimelist.net/images/anime/9/28560.jpg,ChuChu,ONA,PG-13 - Teens 13 or older,6.57,1711,5482,4736,8414,22,Comedy;Romance;School;Shoujo Ai;
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,,https://cdn.myanimelist.net/images/anime/13/59237.jpg,ChuChu,ONA,PG-13 - Teens 13 or older,6.34,747,6571,5909,4893,6,Comedy;Romance;School;Shoujo Ai;Slice of Life;
Sono Kinisasete yo: My My Mai,,https://cdn.myanimelist.net/images/anime/7/25783.jpg,J.C.Staff,OVA,R+ - Mild Nudity,5.87,565,8145,8315,1817,4,Ecchi;Comedy;Supernatural;
Sono Toki,,,,,,,,,,,,
Sono Toki,,,,,,,,,,,,
Sora Iro no Tane,,https://cdn.myanimelist.net/images/anime/3/81232.jpg,Studio Ghibli,Special,PG - Children,5.87,1558,8206,7116,3004,1,Kids;
Sora no Aosa wo Shiru Hito yo,,https://cdn.myanimelist.net/images/anime/1468/102527.jpg,CloverWorks,Movie,PG-13 - Teens 13 or older,7.63,771,1247,3255,19857,37,Drama;
Sora no Iro,,,,,,,,,,,,
Sora no Manimani,Summer 2009,https://cdn.myanimelist.net/images/anime/6/75491.jpg,Studio Comet,TV,PG-13 - Teens 13 or older,7.12,14638,3143,2358,36116,64,Slice of Life;Comedy;Romance;School;Seinen;
Sora no Method,Fall 2014,https://cdn.myanimelist.net/images/anime/10/62485.jpg,Studio 3Hz,TV,PG-13 - Teens 13 or older,6.78,24628,4498,1446,75861,245,Slice of Life;Drama;Fantasy;School;
Sora no Method: Aru Shoujo no Kyuujitsu★,,https://cdn.myanimelist.net/images/anime/11/76251.jpg,Studio 3Hz,Special,PG-13 - Teens 13 or older,6.89,3383,4049,5011,7308,10,Slice of Life;Fantasy;Comedy;
Sora no Method: Mou Hitotsu no Negai,,https://cdn.myanimelist.net/images/anime/1472/97902.jpg,Studio 3Hz,ONA,PG-13 - Teens 13 or older,7,620,3630,7196,2904,1,Slice of Life;Comedy;Fantasy;School;
Sora no Otoshimono,Fall 2009,https://cdn.myanimelist.net/images/anime/5/50307.jpg,AIC A.S.T.A.,TV,PG-13 - Teens 13 or older,7.46,183202,1740,285,347978,3858,Sci-Fi;Harem;Comedy;Supernatural;Romance;Ecchi;Shounen;
Sora no Otoshimono Final: Eternal My Master,,https://cdn.myanimelist.net/images/anime/3/58059.jpg,Production IMS,Movie,PG-13 - Teens 13 or older,6.8,30624,4388,1517,71830,278,Comedy;Ecchi;Harem;Sci-Fi;Shounen;Supernatural;
Sora no Otoshimono: Forte,Fall 2010,https://cdn.myanimelist.net/images/anime/11/50309.jpg,AIC A.S.T.A.,TV,PG-13 - Teens 13 or older,7.64,129965,1223,501,220361,963,Comedy;Ecchi;Harem;Romance;Sci-Fi;Shounen;Supernatural;
Sora no Otoshimono: Project Pink,,https://cdn.myanimelist.net/images/anime/2/19135.jpg,AIC A.S.T.A.,OVA,PG-13 - Teens 13 or older,7.48,48788,1677,1306,86441,172,Sci-Fi;Harem;Comedy;Supernatural;Ecchi;Shounen;
Sora no Otoshimono: Tokeijikake no Angeloid,,https://cdn.myanimelist.net/images/anime/8/28729.jpg,AIC A.S.T.A.,Movie,R - 17+ (violence & profanity),7.69,56530,1090,1102,103845,298,Comedy;Drama;Ecchi;Harem;Romance;Sci-Fi;Shounen;Supernatural;
Sora to Umi no Aida,Fall 2018,https://cdn.myanimelist.net/images/anime/1297/97156.jpg,TMS Entertainment,TV,PG-13 - Teens 13 or older,5.71,3613,8612,3611,16195,20,Sci-Fi;Adventure;Space;Fantasy;
Sora wo Kakeru Shoujo,Winter 2009,https://cdn.myanimelist.net/images/anime/6/74071.jpg,Sunrise,TV,PG-13 - Teens 13 or older,7.03,6470,3505,3154,21218,46,Adventure;Comedy;Sci-Fi;Space;
